"Datum"	"Temperatur Sensor 1 [ �C]"	"Temperatur Sensor 2 [ �C]"	"Temperatur Sensor 3 [ �C]"	"Temperatur Sensor 4 [ �C]"	"Temperatur Sensor 5 [ �C]"	"Temperatur Sensor 6 [ �C]"	"Temperatur Sensor 7 [ �C]"	"Temperatur Sensor 8 [ �C]"	"Volumenstrom [ m�/h]"	"Einstrahlung [ W/qm]"	"Drehzahl 1 [%]"	"Drehzahl 2 [%]"	"Drehzahl 3 [%]"	"Relais 4"	"Relais 5"	"Relais 6"	"Systemzeit"	"Schema"	"Option: Kollektork�hlung"	"Option: Kollektorminimalbegrenzung"	"Option: Frostschutzfunktion"	"Option: R�hrenkollektorfunktion"	"Option: R�ckk�hlung"	"Option: W�rmemengenz�hlung"	"Betriebsstunden 1 [ h]"	"Betriebsstunden 2 [ h]"	"Betriebsstunden 3 [ h]"	"Betriebsstunden 4 [ h]"	"Betriebsstunden 5 [ h]"	"Betriebsstunden 6 [ h]"	"W�rmemenge [ Wh]"									
29.03.11 13:14	67	8	51	7	57	0	51	6	34	5	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	12:27:00	33	1	0	0	0	0	0	4821	0	3013	1717	159	3013	0
29.03.11 13:17	68	1	52	0	56	9	52	0	33	4	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	12:30:00	33	1	0	0	0	0	0	4821	0	3013	1717	159	3013	0
29.03.11 13:20	68	4	52	3	56	8	52	4	32	5	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	12:33:00	33	1	0	0	0	0	0	4821	0	3013	1717	159	3013	0
29.03.11 13:23	68	4	52	4	56	7	52	6	31	7	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	12:36:00	33	1	0	0	0	0	0	4822	0	3013	1717	159	3013	0
29.03.11 13:26	68	1	52	6	56	7	52	9	31	1	888	8	888	8	888	8	0	0	0	50	0	0	1	1	0	12:39:00	33	1	0	0	0	0	0	4822	0	3013	1717	159	3013	0
29.03.11 13:29	67	4	52	7	56	3	53	1	30	7	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	12:42:00	33	1	0	0	0	0	0	4822	0	3013	1717	159	3013	0
29.03.11 13:32	68	1	53	1	56	0	53	5	30	4	888	8	888	8	888	8	0	0	0	50	0	0	1	1	0	12:45:00	33	1	0	0	0	0	0	4822	0	3013	1717	159	3013	0
29.03.11 13:35	67	3	53	3	55	7	53	7	30	5	888	8	888	8	888	8	0	0	0	50	0	0	1	1	0	12:48:00	33	1	0	0	0	0	0	4822	0	3013	1717	159	3013	0
29.03.11 13:38	67	2	53	5	55	7	54	1	31	0	888	8	888	8	888	8	0	0	0	50	0	0	1	1	0	12:51:00	33	1	0	0	0	0	0	4822	0	3013	1717	159	3013	0
29.03.11 13:41	67	1	53	7	55	9	54	2	32	2	888	8	888	8	888	8	0	0	0	50	0	0	1	1	0	12:54:00	33	1	0	0	0	0	0	4822	0	3013	1717	159	3013	0
29.03.11 13:44	67	1	53	8	56	0	54	4	33	4	888	8	888	8	888	8	0	0	0	50	0	0	1	1	0	12:57:00	33	1	0	0	0	0	0	4822	0	3013	1718	159	3013	0
29.03.11 13:47	67	3	54	5	56	1	54	5	34	0	888	8	888	8	888	8	0	0	0	50	0	0	1	1	0	13:00:00	33	1	0	0	0	0	0	4822	0	3013	1718	159	3013	0
29.03.11 13:50	67	5	54	6	56	3	54	8	33	9	888	8	888	8	888	8	0	0	0	50	0	0	1	1	0	13:03:00	33	1	0	0	0	0	0	4822	0	3013	1718	159	3013	0
29.03.11 13:53	67	5	54	7	56	4	55	0	33	4	888	8	888	8	888	8	0	0	0	50	0	0	1	1	0	13:06:00	33	1	0	0	0	0	0	4822	0	3013	1718	159	3013	0
29.03.11 13:56	67	9	54	8	56	7	55	1	33	0	888	8	888	8	888	8	0	0	0	50	0	0	1	1	0	13:09:00	33	1	0	0	0	0	0	4822	0	3013	1718	159	3013	0
29.03.11 13:59	68	4	55	0	56	8	55	4	32	5	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	13:12:00	33	1	0	0	0	0	0	4822	0	3013	1718	159	3013	0
29.03.11 14:02	68	5	55	1	57	0	55	4	32	3	888	8	888	8	888	8	0	0	0	50	0	0	1	1	0	13:15:00	33	1	0	0	0	0	0	4822	0	3013	1718	159	3013	0
29.03.11 14:05	68	3	55	3	57	1	55	6	31	9	888	8	888	8	888	8	0	0	0	50	0	0	1	1	0	13:18:00	33	1	0	0	0	0	0	4822	0	3013	1718	159	3013	0
29.03.11 14:08	68	4	55	2	57	3	55	9	31	9	888	8	888	8	888	8	0	0	0	50	0	0	1	1	0	13:21:00	33	1	0	0	0	0	0	4822	0	3013	1718	160	3013	0
29.03.11 14:11	68	7	55	3	57	4	56	0	31	8	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	13:24:00	33	1	0	0	0	0	0	4822	0	3013	1718	160	3013	0
29.03.11 14:14	69	2	55	3	57	5	56	1	31	9	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	13:27:00	33	1	0	0	0	0	0	4822	0	3013	1718	160	3013	0
29.03.11 14:17	69	5	55	4	57	7	56	2	31	9	888	8	888	8	888	8	0	0	0	50	0	0	1	1	0	13:30:00	33	1	0	0	0	0	0	4822	0	3013	1718	160	3013	0
29.03.11 14:20	68	7	55	6	57	8	56	3	31	9	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	13:33:00	33	1	0	0	0	0	0	4823	0	3013	1718	160	3013	0
29.03.11 14:23	69	1	55	6	57	8	56	4	32	0	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	13:36:00	33	1	0	0	0	0	0	4823	0	3013	1718	160	3013	0
29.03.11 14:26	69	3	55	7	58	0	56	5	32	0	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	13:39:00	33	1	0	0	0	0	0	4823	0	3013	1718	160	3013	0
29.03.11 14:29	69	5	55	7	58	1	56	7	32	2	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	13:42:00	33	1	0	0	0	0	0	4823	0	3013	1718	160	3013	0
29.03.11 14:32	69	5	55	8	58	2	56	8	32	5	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	13:45:00	33	1	0	0	0	0	0	4823	0	3013	1718	160	3013	0
29.03.11 14:35	69	5	56	1	58	3	56	9	32	8	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	13:48:00	33	1	0	0	0	0	0	4823	0	3013	1718	160	3013	0
29.03.11 14:38	69	1	56	2	58	4	57	0	33	2	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	13:51:00	33	1	0	0	0	0	0	4823	0	3013	1718	160	3013	0
29.03.11 14:41	69	0	56	4	58	6	57	1	33	5	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	13:54:00	33	1	0	0	0	0	0	4823	0	3013	1719	160	3013	0
29.03.11 14:44	69	0	56	4	58	6	57	2	33	6	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	13:57:00	33	1	0	0	0	0	0	4823	0	3013	1719	160	3013	0
29.03.11 14:47	68	9	56	6	58	8	57	2	33	7	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	14:01:00	33	1	0	0	0	0	0	4823	0	3013	1719	160	3013	0
29.03.11 14:50	68	8	57	1	58	8	57	3	33	7	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	14:04:00	33	1	0	0	0	0	0	4823	0	3013	1719	160	3013	0
29.03.11 14:53	68	9	57	1	58	9	57	5	33	7	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	14:07:00	33	1	0	0	0	0	0	4823	0	3013	1719	160	3013	0
29.03.11 14:56	68	9	57	4	59	0	57	5	33	5	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	14:10:00	33	1	0	0	0	0	0	4823	0	3013	1719	160	3013	0
29.03.11 14:59	68	6	57	7	59	2	57	9	33	1	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	14:13:00	33	1	0	0	0	0	0	4823	0	3013	1719	160	3013	0
29.03.11 15:02	68	7	58	1	59	3	57	9	32	6	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	14:16:00	33	1	0	0	0	0	0	4823	0	3013	1719	160	3013	0
29.03.11 15:05	68	5	58	5	59	4	57	9	32	2	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	14:19:00	33	1	0	0	0	0	0	4823	0	3013	1719	160	3013	0
29.03.11 15:08	68	7	58	5	59	4	58	1	32	0	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	14:22:00	33	1	0	0	0	0	0	4823	0	3013	1719	161	3013	0
29.03.11 15:11	69	6	58	6	59	5	58	2	31	8	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	14:25:00	33	1	0	0	0	0	0	4823	0	3013	1719	161	3013	0
29.03.11 15:14	68	9	58	5	59	6	58	3	31	7	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	14:28:00	33	1	0	0	0	0	0	4823	0	3013	1719	161	3013	0
29.03.11 15:18	68	6	58	2	59	6	58	3	32	0	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	14:31:00	33	1	0	0	0	0	0	4823	0	3013	1719	161	3013	0
29.03.11 15:21	68	8	58	0	59	7	58	4	32	2	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	14:34:00	33	1	0	0	0	0	0	4824	0	3013	1719	161	3013	0
29.03.11 15:24	69	8	57	6	59	8	58	6	32	3	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	14:37:00	33	1	0	0	0	0	0	4824	0	3013	1719	161	3013	0
29.03.11 15:27	69	0	57	2	59	8	58	5	31	3	888	8	888	8	888	8	0	0	0	40	0	0	1	1	0	14:40:00	33	1	0	0	0	0	0	4824	0	3013	1719	161	3013	0
29.03.11 15:30	68	9	56	9	59	8	58	5	31	1	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	14:43:00	33	1	0	0	0	0	0	4824	0	3013	1719	161	3013	0
29.03.11 15:33	69	4	56	1	59	8	58	4	32	2	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	14:46:00	33	1	0	0	0	0	0	4824	0	3013	1719	161	3013	0
29.03.11 15:36	69	0	55	6	59	8	58	4	33	4	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	14:49:00	33	1	0	0	0	0	0	4824	0	3013	1719	161	3013	0
29.03.11 15:39	68	7	55	4	59	8	58	4	34	1	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	14:52:00	33	1	0	0	0	0	0	4824	0	3013	1719	161	3013	0
29.03.11 15:42	68	2	55	2	59	8	58	4	34	8	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	14:55:00	33	1	0	0	0	0	0	4824	0	3013	1720	161	3013	0
29.03.11 15:45	67	8	55	0	59	8	58	3	35	6	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	14:58:00	33	1	0	0	0	0	0	4824	0	3013	1720	161	3013	0
29.03.11 15:48	67	4	54	8	59	8	58	3	36	7	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	15:01:00	33	1	0	0	0	0	0	4824	0	3013	1720	161	3013	0
29.03.11 15:51	67	0	54	6	59	8	58	4	37	6	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	15:04:00	33	1	0	0	0	0	0	4824	0	3013	1720	161	3013	0
29.03.11 15:54	66	5	54	6	59	7	58	4	38	3	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	15:07:00	33	1	0	0	0	0	0	4824	0	3013	1720	161	3013	0
29.03.11 15:57	66	1	54	4	59	6	58	4	29	2	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	15:10:00	33	1	0	0	0	0	0	4824	0	3013	1720	161	3013	0
29.03.11 16:00	65	9	51	5	59	6	58	4	33	3	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	15:13:00	33	1	0	0	0	0	0	4824	0	3013	1720	161	3013	0
29.03.11 16:03	65	4	50	3	59	5	58	4	42	4	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	15:16:00	33	1	0	0	0	0	0	4824	0	3013	1720	161	3013	0
29.03.11 16:06	64	5	50	5	59	4	58	4	45	1	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	15:19:00	33	1	0	0	0	0	0	4824	0	3013	1720	161	3013	0
29.03.11 16:09	63	6	50	9	59	4	58	3	45	6	888	8	888	8	888	8	0	0	0	30	0	0	1	1	0	15:22:00	33	1	0	0	0	0	0	4824	0	3013	1720	162	3013	0
29.03.11 16:12	62	1	51	0	59	3	58	2	45	9	888	8	888	8	888	8	0	0	0	50	0	0	0	1	0	15:25:00	33	1	0	0	0	0	0	4824	0	3013	1720	162	3013	0
29.03.11 16:15	61	4	51	4	59	2	58	1	43	1	888	8	888	8	888	8	0	0	0	40	0	0	0	1	0	15:28:00	33	1	0	0	0	0	0	4824	0	3013	1720	162	3013	0
29.03.11 16:18	61	2	51	6	59	1	58	0	39	3	888	8	888	8	888	8	0	0	0	40	0	0	0	1	0	15:31:00	33	1	0	0	0	0	0	4824	0	3013	1720	162	3013	0
29.03.11 16:21	60	8	51	7	59	0	57	9	38	8	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	15:34:00	33	1	0	0	0	0	0	4825	0	3013	1720	162	3013	0
29.03.11 16:24	61	2	51	7	58	9	57	8	38	9	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	15:37:00	33	1	0	0	0	0	0	4825	0	3013	1720	162	3013	0
29.03.11 16:27	63	1	51	6	58	8	57	7	39	0	888	8	888	8	888	8	0	0	0	40	0	0	0	1	0	15:40:00	33	1	0	0	0	0	0	4825	0	3013	1720	162	3013	0
29.03.11 16:30	62	0	51	6	58	7	57	6	39	0	888	8	888	8	888	8	0	0	0	40	0	0	0	1	0	15:43:00	33	1	0	0	0	0	0	4825	0	3013	1720	162	3013	0
29.03.11 16:33	60	5	51	8	58	6	57	5	38	8	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	15:46:00	33	1	0	0	0	0	0	4825	0	3013	1720	162	3013	0
29.03.11 16:36	60	5	51	9	58	6	57	4	38	3	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	15:49:00	33	1	0	0	0	0	0	4825	0	3013	1720	162	3013	0
29.03.11 16:39	59	9	52	0	58	4	57	2	37	8	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	15:52:00	33	1	0	0	0	0	0	4825	0	3013	1720	162	3013	0
29.03.11 16:42	59	7	52	2	58	3	57	2	37	2	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	15:55:00	33	1	0	0	0	0	0	4825	0	3013	1720	162	3013	0
29.03.11 16:45	61	3	52	4	58	3	57	1	36	5	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	15:58:00	33	1	0	0	0	0	0	4825	0	3013	1720	162	3013	0
29.03.11 16:48	59	8	52	5	58	1	57	0	35	7	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	16:01:00	33	1	0	0	0	0	0	4825	0	3013	1720	162	3013	0
29.03.11 16:51	58	7	52	6	58	1	57	0	34	9	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	16:04:00	33	1	0	0	0	0	0	4825	0	3013	1720	162	3013	0
29.03.11 16:54	58	4	52	7	58	0	56	8	34	1	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	16:07:00	33	1	0	0	0	0	0	4825	0	3013	1720	162	3013	0
29.03.11 16:57	58	0	52	9	57	9	56	7	33	3	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	16:10:00	33	1	0	0	0	0	0	4825	0	3013	1720	162	3013	0
29.03.11 17:00	58	3	53	1	57	8	56	7	32	5	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	16:13:00	33	1	0	0	0	0	0	4825	0	3013	1720	162	3013	0
29.03.11 17:03	58	6	53	1	57	7	56	6	32	0	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	16:16:00	33	1	0	0	0	0	0	4825	0	3013	1720	162	3013	0
29.03.11 17:06	57	4	53	1	57	6	56	5	31	7	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	16:19:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:09	58	1	53	2	57	6	56	4	31	5	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	16:23:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:12	59	2	53	0	57	4	56	3	31	3	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	16:26:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:15	57	1	52	7	57	4	56	2	31	7	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	16:29:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:18	57	5	52	5	57	2	56	2	31	8	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	16:32:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:21	58	2	52	1	57	2	56	1	31	5	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	16:35:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:24	56	0	52	0	57	1	56	0	30	9	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	16:38:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:27	55	9	51	9	57	1	56	0	30	4	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	16:41:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:30	57	7	51	5	56	9	55	9	29	6	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	16:44:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:33	55	9	51	2	56	9	55	7	28	7	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	16:47:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:37	54	6	50	9	56	7	55	7	28	0	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	16:50:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:40	54	6	50	6	56	7	55	6	27	4	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	16:53:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:43	55	1	50	4	56	6	55	5	27	1	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	16:56:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:46	55	9	50	0	56	5	55	4	26	9	888	8	888	8	888	8	0	0	0	30	0	0	0	1	0	16:59:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:49	52	7	49	7	56	4	55	3	26	9	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:02:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:52	51	8	49	4	56	4	55	2	27	0	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:05:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:55	51	7	49	1	56	3	55	2	27	1	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:08:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 17:58	51	7	48	8	56	2	55	1	27	3	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:11:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 18:01	51	3	48	5	56	1	55	0	27	4	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:14:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 18:04	50	8	48	2	56	0	54	9	27	5	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:17:00	33	1	0	0	0	0	0	4825	0	3013	1720	163	3013	0
29.03.11 18:07	50	1	47	9	56	0	54	8	27	6	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:20:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:10	49	1	47	5	55	9	54	7	27	7	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:23:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:13	48	2	47	3	55	8	54	7	27	7	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:26:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:16	47	2	47	0	55	7	54	6	27	7	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:29:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:19	46	1	46	7	55	7	54	6	27	7	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:32:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:22	45	0	46	5	55	6	54	5	27	7	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:35:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:25	44	0	46	2	55	5	54	4	27	7	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:38:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:28	42	9	45	9	55	4	54	4	27	8	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:41:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:31	41	9	45	5	55	3	54	2	28	0	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:44:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:34	41	0	45	0	55	2	54	2	28	5	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:47:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:37	39	7	44	5	55	2	54	1	29	5	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:50:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:40	39	1	43	7	55	2	54	0	29	4	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:53:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:43	38	1	43	1	55	1	53	9	28	9	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:56:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:46	37	3	42	3	55	0	53	9	30	5	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	17:59:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:49	36	5	41	9	54	9	53	8	34	1	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	18:02:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:52	35	8	41	4	54	9	53	7	36	4	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	18:05:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:55	34	9	41	1	54	7	53	6	37	4	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	18:08:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 18:58	33	9	41	0	54	6	53	6	37	8	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	18:11:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 19:01	33	0	40	9	54	6	53	5	38	0	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	18:14:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 19:04	32	2	40	7	54	5	53	4	38	2	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	18:17:00	33	1	0	0	0	0	0	4825	0	3013	1720	164	3013	0
29.03.11 19:07	31	6	40	7	54	4	53	3	38	5	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	18:20:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:10	30	8	40	5	54	3	53	1	38	8	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	18:23:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:13	30	2	40	5	54	2	52	9	39	1	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	18:26:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:16	29	7	40	4	54	1	52	3	39	3	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	18:29:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:19	29	0	40	4	54	0	51	1	39	5	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	18:32:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:22	28	5	40	0	53	9	49	6	39	7	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	18:35:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:25	28	0	39	2	53	9	48	3	40	2	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	18:38:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:28	27	5	38	5	53	7	46	9	40	9	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	18:42:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:31	27	0	37	2	53	6	45	8	41	5	888	8	888	8	888	8	0	0	0	0	0	0	0	1	0	18:45:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:34	26	6	35	9	53	3	44	7	41	6	888	8	888	8	888	8	0	0	0	0	0	0	0	0	0	18:48:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:37	26	1	35	2	53	0	44	2	41	5	888	8	888	8	888	8	0	0	0	0	0	0	0	0	0	18:51:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:40	25	8	34	3	52	8	43	7	41	3	888	8	888	8	888	8	0	0	0	0	0	0	0	0	0	18:54:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:43	25	3	32	8	52	3	43	1	41	3	888	8	888	8	888	8	0	0	0	0	0	0	0	0	0	18:57:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:46	24	9	31	7	51	8	42	6	41	3	888	8	888	8	888	8	0	0	0	0	0	0	0	0	0	19:00:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:49	24	5	31	3	51	5	42	3	41	1	888	8	888	8	888	8	0	0	0	0	0	0	0	0	0	19:03:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:52	24	1	31	1	51	4	42	1	40	7	888	8	888	8	888	8	0	0	0	0	0	0	0	0	0	19:06:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:56	23	8	31	0	51	4	41	9	40	4	888	8	888	8	888	8	0	0	0	0	0	0	0	0	0	19:09:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
29.03.11 19:59	23	5	30	8	51	5	41	8	40	1	888	8	888	8	888	8	0	0	0	0	0	0	0	0	0	19:12:00	33	1	0	0	0	0	0	4825	0	3013	1720	165	3013	0
